"","code","title","website","uni","country","city","lat","lon","xmin","ymin","xmax","ymax"
"427","IMSISS","International Master in Security, Intelligence and Strategic Studies","http://www.gla.ac.uk/postgraduate/erasmusmundus/imsiss/","Dublin City University","Ireland","Dublin",53.3498053,-6.2603097,-7.2603097,48.0134297,15.4378005,56.864237
"428","IMSISS","International Master in Security, Intelligence and Strategic Studies","http://www.gla.ac.uk/postgraduate/erasmusmundus/imsiss/","University of Glasgow","UK","Glasgow",55.864237,-4.251806,-7.2603097,48.0134297,15.4378005,56.864237
"429","IMSISS","International Master in Security, Intelligence and Strategic Studies","http://www.gla.ac.uk/postgraduate/erasmusmundus/imsiss/","Regensburg University of Applied Sciences","Germany","Regensburg",49.0134297,12.1016236,-7.2603097,48.0134297,15.4378005,56.864237
"430","MAISI","Erasmus Mundus Joint Master Degree in Sports Ethics and Integrity","http://www.maisi-project.eu/","Swansea University","UK","Swansea",51.62144,-3.943646,-4.943646,36.5079472,23.37349,52.62144
"431","MAISI","Erasmus Mundus Joint Master Degree in Sports Ethics and Integrity","http://www.maisi-project.eu/","Charles University","Czech Republic","Prague",50.0755381,14.4378005,-4.943646,36.5079472,23.37349,52.62144
"432","MAISI","Erasmus Mundus Joint Master Degree in Sports Ethics and Integrity","http://www.maisi-project.eu/","Catholic University of Leuven","Belgium","Leuven",50.8798438,4.7005176,-4.943646,36.5079472,23.37349,52.62144
"433","MAISI","Erasmus Mundus Joint Master Degree in Sports Ethics and Integrity","http://www.maisi-project.eu/","Univesitat Pompeu Fabra Barcelona","Spain","Barcelona",41.3850639,2.1734035,-4.943646,36.5079472,23.37349,52.62144
"434","MAISI","Erasmus Mundus Joint Master Degree in Sports Ethics and Integrity","http://www.maisi-project.eu/","Johannes Gutenberg Universität Mainz","Germany","Mainz",49.9928617,8.2472526,-4.943646,36.5079472,23.37349,52.62144
"435","MAISI","Erasmus Mundus Joint Master Degree in Sports Ethics and Integrity","http://www.maisi-project.eu/","University of Peloponnese","Greece","Peloponnese",37.5079472,22.37349,-4.943646,36.5079472,23.37349,52.62144
"436","MAMASELF","Master in material science exploring European large scale facilities","https://www.mamaself.eu/","University of Rennes 1","France","Rennes",48.117266,-1.6777926,-2.6777926,42.610769,12.5819806,49.1351253
"437","MAMASELF","Master in material science exploring European large scale facilities","https://www.mamaself.eu/","University of Montpellier","France","Montpellier",43.610769,3.876716,-2.6777926,42.610769,12.5819806,49.1351253
"438","MAMASELF","Master in material science exploring European large scale facilities","https://www.mamaself.eu/","Technical University of Munich","Germany","Munich",48.1351253,11.5819806,-2.6777926,42.610769,12.5819806,49.1351253
"439","MAMASELF","Master in material science exploring European large scale facilities","https://www.mamaself.eu/","Ludwig Maximilian University of Munich","Germany","Munich",48.1351253,11.5819806,-2.6777926,42.610769,12.5819806,49.1351253
"440","MAMASELF","Master in material science exploring European large scale facilities","https://www.mamaself.eu/","University of Torino","Italy","Torino",45.070312,7.6868565,-2.6777926,42.610769,12.5819806,49.1351253
"441","MScEF","MSc European Forestry","http://www.uef.fi/en/web/mdp-europeanforestry","University of Eastern Finland","Finland","Joensuu",62.6010155,29.7635719,-0.3799854,40.6175899,30.7635719,63.6010155
"442","MScEF","MSc European Forestry","http://www.uef.fi/en/web/mdp-europeanforestry","Agro ParisTech","France","Paris",48.856614,2.3522219,-0.3799854,40.6175899,30.7635719,63.6010155
"443","MScEF","MSc European Forestry","http://www.uef.fi/en/web/mdp-europeanforestry","University of Freiburg","Germany","Freiburg",47.9990077,7.8421043,-0.3799854,40.6175899,30.7635719,63.6010155
"444","MScEF","MSc European Forestry","http://www.uef.fi/en/web/mdp-europeanforestry","University of Lleida","Spain","Lleida",41.6175899,0.6200146,-0.3799854,40.6175899,30.7635719,63.6010155
"445","MScEF","MSc European Forestry","http://www.uef.fi/en/web/mdp-europeanforestry","University of Natural Resources and Life Sciences","Austria","Vienna",48.2081743,16.3738189,-0.3799854,40.6175899,30.7635719,63.6010155
"446","MScEF","MSc European Forestry","http://www.uef.fi/en/web/mdp-europeanforestry","Transilvania University of Brașov","Romania","Brasov",45.6579755,25.6011977,-0.3799854,40.6175899,30.7635719,63.6010155
"447","NANOMED","Nanomedicine for Drug Delivery","http://master-nanomed.eu/","Paris Descartes University","France","Paris",48.856614,2.3522219,-1.563166,37.2466395,22.734574,49.856614
"448","NANOMED","Nanomedicine for Drug Delivery","http://master-nanomed.eu/","University of Patras","Greece","Patras",38.2466395,21.734574,-1.563166,37.2466395,22.734574,49.856614
"449","NANOMED","Nanomedicine for Drug Delivery","http://master-nanomed.eu/","University of Angers","France","Angers",47.478419,-0.563166,-1.563166,37.2466395,22.734574,49.856614
"450","NANOMED","Nanomedicine for Drug Delivery","http://master-nanomed.eu/","University of Pavia","Italy","Pavia",45.1847248,9.1582069,-1.563166,37.2466395,22.734574,49.856614
"451","NEURASMUS","A EUROPEAN MASTER IN NEUROSCIENCE : ADVANCED COURSE AND RESEARCH TRAINING","www.neurasmus.u-bordeaux2.fr","Vrije Universiteit Amsterdam","Netherlands","Amsterdam",52.3702157,4.8951679,-72.2079809,43.837789,14.404954,53.5200066
"452","NEURASMUS","A EUROPEAN MASTER IN NEUROSCIENCE : ADVANCED COURSE AND RESEARCH TRAINING","www.neurasmus.u-bordeaux2.fr","Charité-Universitätsmedizin Berlin","Germany","Berlin",52.5200066,13.404954,-72.2079809,43.837789,14.404954,53.5200066
"453","NEURASMUS","A EUROPEAN MASTER IN NEUROSCIENCE : ADVANCED COURSE AND RESEARCH TRAINING","www.neurasmus.u-bordeaux2.fr","Bordeaux University","France","Bordeaux",44.837789,-0.57918,-72.2079809,43.837789,14.404954,53.5200066
"454","NEURASMUS","A EUROPEAN MASTER IN NEUROSCIENCE : ADVANCED COURSE AND RESEARCH TRAINING","www.neurasmus.u-bordeaux2.fr","Göttingen Graduate School for Neurosciences, Biophysics, and Molecular Biosciences","Germany","Göttingen",51.5412804,9.9158035,-72.2079809,43.837789,14.404954,53.5200066
"455","NEURASMUS","A EUROPEAN MASTER IN NEUROSCIENCE : ADVANCED COURSE AND RESEARCH TRAINING","www.neurasmus.u-bordeaux2.fr","Maîtrise de Neurobiologie","Canada","Québec",46.8138783,-71.2079809,-72.2079809,43.837789,14.404954,53.5200066
"456","NUPHYS","ERASMUS MUNDUS MASTER JOINT DEGREE NUCLEAR PHYSICS","alojamientosv.us.es/nuphysjmd/","University of Caen Normandie","France","Caen",49.182863,-0.370679,-6.9844589,36.3890924,16.0830304,50.182863
"457","NUPHYS","ERASMUS MUNDUS MASTER JOINT DEGREE NUCLEAR PHYSICS","alojamientosv.us.es/nuphysjmd/","University of Padova","Italy","Padova",45.4064349,11.8767611,-6.9844589,36.3890924,16.0830304,50.182863
"458","NUPHYS","ERASMUS MUNDUS MASTER JOINT DEGREE NUCLEAR PHYSICS","alojamientosv.us.es/nuphysjmd/","University of Catania","Italy","Catania",37.5078772,15.0830304,-6.9844589,36.3890924,16.0830304,50.182863
"459","NUPHYS","ERASMUS MUNDUS MASTER JOINT DEGREE NUCLEAR PHYSICS","alojamientosv.us.es/nuphysjmd/","University of Seville","Spain","Seville",37.3890924,-5.9844589,-6.9844589,36.3890924,16.0830304,50.182863
"460","NUPHYS","ERASMUS MUNDUS MASTER JOINT DEGREE NUCLEAR PHYSICS","alojamientosv.us.es/nuphysjmd/","Autonomous University of Madrid","Spain","Madrid",40.4167754,-3.7037902,-6.9844589,36.3890924,16.0830304,50.182863
"461","NUPHYS","ERASMUS MUNDUS MASTER JOINT DEGREE NUCLEAR PHYSICS","alojamientosv.us.es/nuphysjmd/","University of Barcelona","Spain","Barcelona",41.3850639,2.1734035,-6.9844589,36.3890924,16.0830304,50.182863
"462","NUPHYS","ERASMUS MUNDUS MASTER JOINT DEGREE NUCLEAR PHYSICS","alojamientosv.us.es/nuphysjmd/","Complutense University of Madrid","Spain","Madrid",40.4167754,-3.7037902,-6.9844589,36.3890924,16.0830304,50.182863
"463","NUPHYS","ERASMUS MUNDUS MASTER JOINT DEGREE NUCLEAR PHYSICS","alojamientosv.us.es/nuphysjmd/","University of Salamanca","Spain","Salamanca",40.9701039,-5.6635397,-6.9844589,36.3890924,16.0830304,50.182863
"464","PIONEER","Erasmus Mundus Master of Science in Public Sector Innovation and eGovernance","http://pioneer-master.eu/","Catholic University of Leuven","Belgium","Leuven",50.8798438,4.7005176,3.7005176,49.8798438,25.7535746,60.4369608
"465","PIONEER","Erasmus Mundus Master of Science in Public Sector Innovation and eGovernance","http://pioneer-master.eu/","Tallin University of Technology","Estonia","Tallin",59.4369608,24.7535746,3.7005176,49.8798438,25.7535746,60.4369608
"466","PIONEER","Erasmus Mundus Master of Science in Public Sector Innovation and eGovernance","http://pioneer-master.eu/","University of Münster","Germany","Münster",51.9606649,7.6261347,3.7005176,49.8798438,25.7535746,60.4369608
"467","SERP+","Joint European Master in Surface, Electro, Radiation and Photochemistry","http://www.master-serp.eu/","Université Paris-Sud","France","Paris",48.856614,2.3522219,-9.6291053,40.1579438,17.9251681,53.406374
"468","SERP+","Joint European Master in Surface, Electro, Radiation and Photochemistry","http://www.master-serp.eu/","University of Genoa","Italy","Genova",44.4056499,8.946256,-9.6291053,40.1579438,17.9251681,53.406374
"469","SERP+","Joint European Master in Surface, Electro, Radiation and Photochemistry","http://www.master-serp.eu/","University of Porto","Portugal","Porto",41.1579438,-8.6291053,-9.6291053,40.1579438,17.9251681,53.406374
"470","SERP+","Joint European Master in Surface, Electro, Radiation and Photochemistry","http://www.master-serp.eu/","Adam Mickiewicz University in Poznań","Poland","Poznań",52.406374,16.9251681,-9.6291053,40.1579438,17.9251681,53.406374
"471","VufindR","""Viewfinder"" Cinematography Erasmus Mundus Joint Master Degree","http://www.viewfinder-ma.eu/","Dún Laoghaire Institute of Art, Design and Technology","Ireland","Dublin",53.3498053,-6.2603097,-7.2603097,46.497912,25.7535746,60.4369608
"472","VufindR","""Viewfinder"" Cinematography Erasmus Mundus Joint Master Degree","http://www.viewfinder-ma.eu/","Academy of Drama and Film in Budapest","Hungary","Budapest",47.497912,19.040235,-7.2603097,46.497912,25.7535746,60.4369608
"473","VufindR","""Viewfinder"" Cinematography Erasmus Mundus Joint Master Degree","http://www.viewfinder-ma.eu/","Baltic Film and Media School of Tallinn University","Estonia","Tallin",59.4369608,24.7535746,-7.2603097,46.497912,25.7535746,60.4369608
"474","WOP-P","Master in Work, Organizational and Personnel Psychology","https://www.erasmuswop.org","University of Valencia","Spain","Valencia",39.4699075,-0.3762881,-88.6297982,-16.7942287,12.3426163,45.494887
"475","WOP-P","Master in Work, Organizational and Personnel Psychology","https://www.erasmuswop.org","University of Barcelona","Spain","Barcelona",41.3850639,2.1734035,-88.6297982,-16.7942287,12.3426163,45.494887
"476","WOP-P","Master in Work, Organizational and Personnel Psychology","https://www.erasmuswop.org","University of Bologna","Italy","Bologna",44.494887,11.3426163,-88.6297982,-16.7942287,12.3426163,45.494887
"477","WOP-P","Master in Work, Organizational and Personnel Psychology","https://www.erasmuswop.org","University of Coimbra","Portugal","Coimbra",40.2048286,-8.4403573,-88.6297982,-16.7942287,12.3426163,45.494887
"478","WOP-P","Master in Work, Organizational and Personnel Psychology","https://www.erasmuswop.org","Florida Institute of Technology","USA","Melbourne",28.0836269,-80.6081089,-88.6297982,-16.7942287,12.3426163,45.494887
"479","WOP-P","Master in Work, Organizational and Personnel Psychology","https://www.erasmuswop.org","Illinois Institute of Technology","USA","Chicago",41.8781136,-87.6297982,-88.6297982,-16.7942287,12.3426163,45.494887
"480","WOP-P","Master in Work, Organizational and Personnel Psychology","https://www.erasmuswop.org","University of Brasilia","Brazil","Brasilia",-15.7942287,-47.8821658,-88.6297982,-16.7942287,12.3426163,45.494887
"481","WOP-P","Master in Work, Organizational and Personnel Psychology","https://www.erasmuswop.org","University of Baltimore","USA","Baltimore",39.2903848,-76.6121893,-88.6297982,-16.7942287,12.3426163,45.494887
"482","WOP-P","Master in Work, Organizational and Personnel Psychology","https://www.erasmuswop.org","University of Guelph","Canada","Guelph",43.5448048,-80.2481666,-88.6297982,-16.7942287,12.3426163,45.494887
"483","WOP-P","Master in Work, Organizational and Personnel Psychology","https://www.erasmuswop.org","University of Puerto Rico","Puerto Rico","San Juan",18.4655394,-66.1057355,-88.6297982,-16.7942287,12.3426163,45.494887
