	variable	value	citibike_station_id	label
3083	10	11	387	Centre St & Chambers St
3106	10	36.82	388	W 26 St & 10 Ave
3121	10	0.44	393	E 5 St & Avenue C
3172	10	0	394	E 9 St & Avenue C
3192	10	0	400	Pitt St & Stanton St
3214	10	18.3	401	Allen St & Rivington St
3228	10	0.47	402	Broadway & E 22 St
3268	10	1.09	405	Washington St & Gansevoort St
3286	10	0	408	Market St & Cherry St
3318	10	0	410	Suffolk St & Stanton St
3335	10	0	411	E 6 St & Avenue D
3356	10	1.42	412	Forsyth St & Canal St
3406	10	16.99	415	Pearl St & Hanover Square
3417	10	17.43	417	Barclay St & Church St
3448	10	0	422	W 59 St & 10 Ave
3466	10	0.11	423	W 54 St & 9 Ave
3497	10	15.03	426	West St & Chambers St
3520	10	2.4	427	State St
3551	10	0.22	428	E 3 St & 1 Ave
3569	10	12.09	432	E 7 St & Avenue A
3590	10	0.44	433	E 13 St & Avenue A
3617	10	20.92	434	9 Ave & W 18 St
3641	10	18.74	435	W 21 St & 6 Ave
3691	10	0.11	438	St Marks Pl & 1 Ave
3701	10	0.11	439	E 4 St & 2 Ave
3721	10	25.27	440	E 45 St & 3 Ave
3747	10	0.65	441	E 52 St & 2 Ave
3782	10	21.46	442	W 27 St & 7 Ave
3809	10	26.36	444	Broadway & W 24 St
3824	10	0.44	445	E 10 St & Avenue A
3854	10	10.02	446	W 24 St & 7 Ave
3881	10	0.44	447	8  Ave & W 52 St
3908	10	12.42	448	W 37 St & 10 Ave
3930	10	0	449	52 St & 9 Ave
3967	10	4.58	453	W 22 St & 8 Ave
3991	10	24.51	455	1 Ave & E 44 St
4009	10	20.37	456	E 53 St & Madison Ave
4049	10	0.54	457	Broadway & W 57 St
4068	10	35.62	458	W 22 St & 11 Ave
4099	10	22.33	459	W 18 St & 11 Ave
4113	10	0	461	E 20 St & 2 Ave
4156	10	6.86	462	W 22 St & 10 Ave
4184	10	9.48	463	9 Ave & W 16 St
4202	10	21.57	465	Broadway & W 41 St
4234	10	28.41	466	W 25 St & 6 Ave
4261	10	1.09	468	Broadway & W 55 St
4276	10	7.73	469	Broadway & W 53 St
4307	10	0.44	470	W 20 St & 8 Ave
4318	10	2.83	472	E 32 St & Park Av
4352	10	0	473	Rivington St & Chrystie St
4376	10	18.74	474	5 Ave & E 29 St
4413	10	2.07	475	E 16 St & Irving Pl
4445	10	0	476	E 31 St & 3 Ave
4469	10	0	477	W 41 St & 8 Ave
4488	10	0	478	11 Ave & W 41 St
4502	10	0	479	9 Ave & W 45 St
4529	10	0	480	W 53 St & 10 Ave
4559	10	0.76	482	W 15 St & 7 Ave
4578	10	0	483	E 12 St & 3 Ave
4605	10	17.97	484	W 44 St & 5 Ave
4630	10	2.4	485	W 37 St & 5 Ave
4661	10	0.54	486	Broadway & W 29 St
4700	10	14.16	487	E 20 St & FDR Drive
4724	10	0	488	W 39 St & 9 Ave
4740	10	1.31	489	10 Ave & W 28 St
4759	10	0	490	W 33 St & 8 Ave
4789	10	19.39	491	E 24 St & Park Ave S
4825	10	0	492	W 33 St & 7 Ave
4857	10	29.96	493	W 45 St & 6 Ave
4888	10	0.87	494	W 26 St & 8 Ave
4897	10	0.11	495	W 47 St & 10 Ave
4915	10	22.11	496	E 16 St & 5 Ave
4942	10	17.54	497	E 17 St & Broadway
4974	10	0	498	Broadway & W 32 St
5008	10	0.11	499	Broadway & W 60 St
5040	10	12.31	500	Broadway & W 51 St
5061	10	0	501	FDR Drive & E 35 St
5085	10	7.3	503	E 20 St & Park Ave
5103	10	18.74	504	1 Ave & E 15 St
5134	10	0.11	505	6 Ave & W 33 St
5166	10	0.33	507	E 25 St & 2 Ave
5184	10	3.27	508	W 46 St & 11 Ave
5204	10	0.22	509	9 Ave & W 22 St
5249	10	50	510	W 51 St & 6 Ave
5278	10	1.53	511	E 14 St & Avenue B
5300	10	0	513	W 56 St & 10 Ave
5315	10	0.76	514	12 Ave & W 40 St
5334	10	0	515	W 43 St & 10 Ave
5361	10	12.42	516	E 47 St & 1 Ave
5386	10	0.87	517	Pershing Square S
5414	10	1.09	518	E 39 St & 2 Ave
5439	10	0	519	Pershing Square N
5463	10	0.44	520	W 52 St & 5 Ave
5496	10	0	521	8 Ave & W 31 St
5538	10	22.88	522	E 51 St & Lexington Ave
5540	10	0	523	W 38 St & 8 Ave
5567	10	11.55	524	W 43 St & 6 Ave
5598	10	0.65	525	W 34 St & 11 Ave
5634	10	4.36	526	E 33 St & 5 Ave
5648	10	0.44	527	E 33 St & 1 Ave
5688	10	0.65	528	2 Ave & E 30 St
5699	10	0	529	W 42 St & 8 Ave
5722	10	0	530	11 Av & 59 St
5753	10	0.11	531	Forsyth St & Broome St
5792	10	1.96	533	Broadway & W 39 St
5815	10	24.4	534	Water - Whitehall Plaza
5832	10	7.19	536	1 Ave & E 30 St
5860	10	12.85	537	Lexington Ave & E 24 St
5887	10	0.33	540	Lexington Ave & E 26 St
5918	10	26.36	545	E 23 St & 1 Ave
5941	10	2.83	546	E 30 St & Park Ave S
5973	10	15.03	2003	1 Ave & 18 St
5981	10	36.27	2004	Spring St & 6 Ave
6020	10	9.04	2006	Central Park S & 6 Ave
6051	10	3.81	2017	E 43 St & 2 Ave
6073	10	0.44	2021	W 45 St & 8 Ave
6096	10	26.91	2023	E 55 St & Lexington Ave
6118	10	15.58	3002	South End Av & Liberty St
6145	10	0	2009	Catherine St & Monroe St
6172	10	11.22	2010	Grand St & Greene St
6199	10	0	2022	E 59 St & Sutton Pl
6235	10	0	502	E Broadway & Grand St
6245	10	2.29	2012	E 27 St & 1 Ave
6271	10	0.98	2008	Little West St & 1 Pl
6311	10	6.64	3016	W 23 & 8 Ave
6338	10	4.98	3131	Coming soon: E 63 St & York Ave 
6365	10	32.79	3132	E 59 St & Madison Ave
6393	10	0.11	3134	3 Ave & E 62 St
6410	10	0.22	3142	1 Ave & E 62 St
6434	10	9.91	3223	E 55 St & 3 Ave
6449	10	13.51	3224	W 13 St & Hudson St
6476	10	0.44	3230	Penn Station Valet
6510	10	8.06	3233	E 48 St & 5 Ave
6532	10	2.18	3235	E 41 St & Madison Ave
6561	10	1.2	3236	PABT Valet
21	11	0	72	W 52 St & 11 Ave
36	11	15.25	79	Franklin St & W Broadway
68	11	0.76	82	St James Pl & Pearl St
86	11	6.75	116	W 17 St & 8 Ave
126	11	4.36	127	Barrow St & Hudson St
153	11	24.29	128	MacDougal St & Prince St
166	11	18.41	137	Henry St & Grand St
194	11	8.17	146	Hudson St & Reade St
216	11	21.35	147	Greenwich St & Warren St
240	11	0.22	150	E 2 St & Avenue C
275	11	8.28	151	Cleveland Pl & Spring St
302	11	10.89	152	Warren St & Church St
316	11	4.47	153	E 40 St & 5 Ave
347	11	0.65	160	E 37 St & Lexington Ave
371	11	9.48	161	LaGuardia Pl & W 3 St
401	11	10.24	164	E 47 St & 2 Ave
424	11	0.65	167	E 39 St & 3 Av
451	11	15.9	168	W 18 St & 6 Av
475	11	2.51	173	Broadway & W 49 St
520	11	0	174	E 25 St & 1 Ave
543	11	5.88	195	Liberty St & Broadway
561	11	20.15	212	W 16 St & The High Line
587	11	51.63	223	W 13 St & 7 Ave
615	11	4.47	224	Spruce St & Nassau St
641	11	22.11	225	W 14 St & The High Line
669	11	14.49	228	E 48 St & 3 Ave
683	11	14.71	229	Great Jones St
715	11	0	236	St Marks Pl & 2 Ave
748	11	0	237	E 11 Street & 2 Avenue
780	11	0.11	238	Bank St & Washington St
800	11	0	247	Perry St & Bleecker St
823	11	15.36	248	Laight St & Hudson St
845	11	30.21	249	Harrison St & Hudson St
867	11	4.36	250	Lafayette St & Jersey St
890	11	9.59	251	Mott St & Prince St
916	11	1.85	252	MacDougal St & Washington Sq
944	11	3.38	253	W 13 St & 5 Ave
986	11	0	254	W 11 St & 6 Ave
1013	11	18.85	257	Lispenard St & Broadway
1035	11	22.98	259	South St & Whitehall St
1060	11	7.2	260	Broad St & Bridge St
1074	11	0.98	263	Elizabeth St & Hester St
1105	11	25.82	264	Maiden Ln & Pearl St
1119	11	0.11	265	Stanton St & Chrystie St
1155	11	0	266	Avenue D & E 8 St
1182	11	24.4	268	Howard St & Centre St
1217	11	11.66	276	Duane St & Greenwich St
1227	11	1.2	280	E 10 St & 5 Ave
1256	11	7.19	281	Grand Army Plaza & Central Park S
1280	11	0.98	284	Greenwich Ave & 8 Ave
1322	11	1.96	285	Broadway & E 14 St
1340	11	0	291	Madison St & Montgomery St
1358	11	26.8	293	Lafayette St & E 8 St
1384	11	0	295	Pike St & E Broadway
1406	11	1.63	296	Division St & Bowery
1434	11	0	297	E 15 St & 3 Ave
1471	11	0	300	Cooper Square & E 7 St
1488	11	0	301	E 2 St & Avenue B
1510	11	0	302	Avenue D & E 3 St
1554	11	25.82	303	Mercer St & Spring St
1573	11	0.44	304	Broadway & Battery Pl
1603	11	12.53	305	E 58 St and 3 Ave
1625	11	14.38	306	Cliff St & Fulton St
1652	11	0	307	Canal St & Rutgers St
1683	11	1.42	308	St James Pl & Oliver St
1707	11	21.24	309	Murray St & West St
1733	11	0.65	311	Norfolk St & Broome St
1753	11	18.3	312	Allen St & E Houston St
1783	11	22.88	315	South St & Gouverneur Ln
1798	11	5.12	316	Fulton St & William St
1845	11	0	317	E 6 St & Avenue B
1859	11	5.23	319	Park Pl & Church St
1886	11	7.52	320	Church St & Leonard St
1913	11	0	325	E 19 St & 3 Ave
1940	11	0	326	E 11 St & 1 Ave
1963	11	8.82	327	Vesey Pl & River Terrace
1990	11	24.29	328	Watts St & Greenwich St
2026	11	9.34	329	Greenwich St & N Moore St
2045	11	7.08	330	Reade St & Broadway
2063	11	0	331	Pike St & Monroe St
2095	11	0	332	Cherry St
2126	11	2.72	334	W 20 St & 7 Ave
2140	11	23.75	335	Washington Pl & Broadway
2167	11	8.06	336	Sullivan St & Washington Sq
2194	11	30.17	337	Old Slip & Front St
2221	11	0	339	Avenue D & E 12 St
2244	11	0	340	Madison St & Clinton St
2267	11	0.65	341	Stanton St & Mangin St
2295	11	0.22	342	Columbia St & Rivington St
2319	11	0.54	345	W 13 St & 6 Ave
2346	11	0.22	346	Bank St & Hudson St
2389	11	25.6	347	W Houston St & Hudson St
2407	11	27.56	348	W Broadway & Spring St
2429	11	0	349	Rivington St and Ridge St
2447	11	0	350	Clinton St & Grand St
2479	11	29.41	351	Front St & Maiden Ln
2506	11	33.12	352	W 56 St & 6 Ave
2525	11	3.16	355	Bayard St & Baxter St
2556	11	0.22	356	Bialystoker Pl & Delancey St
2589	11	1.63	357	E 11 St & Broadway
2605	11	0	358	Christopher St & Greenwich St
2651	11	0.33	359	E 47 St & Park Av
2668	11	7.63	360	William St & Pine St
2691	11	0	361	Allen St & Hester St
2714	11	0.98	362	Broadway & W 37 St
2745	11	0.98	363	West Thames St
2768	11	0.22	367	E 53 St and Lexington Ave
2799	11	0.33	368	Carmine St & 6 Ave
2813	11	0	369	Washington Pl & 6 Ave
2851	11	3.27	375	Mercer St & Bleecker St
2882	11	5.45	376	John St & William St
2908	11	3.05	377	6 Ave & Canal St
2931	11	0.33	379	W 31 St & 7 Ave
2949	11	0	380	W 4 St & 7 Ave S
2981	11	14.27	382	University Pl & E 14 St
3007	11	0	383	Greenwich Ave & 7 Ave
3037	11	1.74	385	E 55 St & 2 Ave
3052	11	9.26	386	Centre St & Worth St
3074	11	7.41	387	Centre St & Chambers St
3103	11	27.02	388	W 26 St & 10 Ave
3145	11	0	393	E 5 St & Avenue C
3165	11	0.33	394	E 9 St & Avenue C
3183	11	0	400	Pitt St & Stanton St
3210	11	18.95	401	Allen St & Rivington St
3246	11	0.7	402	Broadway & E 22 St
3273	11	1.09	405	Washington St & Gansevoort St
3282	11	0	408	Market St & Cherry St
3314	11	0	410	Suffolk St & Stanton St
3332	11	0	411	E 6 St & Avenue D
3372	11	1.85	412	Forsyth St & Canal St
3391	11	20.92	415	Pearl St & Hanover Square
3426	11	20.7	417	Barclay St & Church St
3444	11	0	422	W 59 St & 10 Ave
3462	11	0	423	W 54 St & 9 Ave
3493	11	9.69	426	West St & Chambers St
3516	11	0.98	427	State St
3552	11	0	428	E 3 St & 1 Ave
3575	11	12.2	432	E 7 St & Avenue A
3606	11	0.76	433	E 13 St & Avenue A
3626	11	20.48	434	9 Ave & W 18 St
3644	11	11.33	435	W 21 St & 6 Ave
3690	11	0.22	438	St Marks Pl & 1 Ave
3716	11	0	439	E 4 St & 2 Ave
3735	11	13.73	440	E 45 St & 3 Ave
3753	11	0.54	441	E 52 St & 2 Ave
3789	11	21.24	442	W 27 St & 7 Ave
3807	11	17.21	444	Broadway & W 24 St
3843	11	0.54	445	E 10 St & Avenue A
3862	11	10.78	446	W 24 St & 7 Ave
3890	11	0.33	447	8  Ave & W 52 St
3912	11	12.42	448	W 37 St & 10 Ave
3950	11	0	449	52 St & 9 Ave
3964	11	4.58	453	W 22 St & 8 Ave
3988	11	19.93	455	1 Ave & E 44 St
4019	11	16.88	456	E 53 St & Madison Ave
4051	11	0.44	457	Broadway & W 57 St
4069	11	20.81	458	W 22 St & 11 Ave
4096	11	19.5	459	W 18 St & 11 Ave
4127	11	0	461	E 20 St & 2 Ave
4152	11	7.84	462	W 22 St & 10 Ave
4181	11	7.19	463	9 Ave & W 16 St
4199	11	21.79	465	Broadway & W 41 St
4232	11	20.72	466	W 25 St & 6 Ave
4263	11	1.09	468	Broadway & W 55 St
4286	11	3.38	469	Broadway & W 53 St
4313	11	0.11	470	W 20 St & 8 Ave
4331	11	2.07	472	E 32 St & Park Av
4349	11	0	473	Rivington St & Chrystie St
4372	11	13.18	474	5 Ave & E 29 St
4410	11	1.2	475	E 16 St & Irving Pl
4440	11	0.11	476	E 31 St & 3 Ave
4466	11	0	477	W 41 St & 8 Ave
4494	11	0	478	11 Ave & W 41 St
4512	11	0	479	9 Ave & W 45 St
4525	11	0	480	W 53 St & 10 Ave
4554	11	1.09	482	W 15 St & 7 Ave
4584	11	0	483	E 12 St & 3 Ave
4611	11	12.96	484	W 44 St & 5 Ave
4631	11	1.42	485	W 37 St & 5 Ave
4667	11	1.09	486	Broadway & W 29 St
4698	11	13.4	487	E 20 St & FDR Drive
4731	11	0	488	W 39 St & 9 Ave
4757	11	1.31	489	10 Ave & W 28 St
4779	11	0	490	W 33 St & 8 Ave
4802	11	9.48	491	E 24 St & Park Ave S
4829	11	0	492	W 33 St & 7 Ave
4856	11	16.01	493	W 45 St & 6 Ave
4879	11	0.54	494	W 26 St & 8 Ave
4914	11	0.44	495	W 47 St & 10 Ave
4938	11	20.48	496	E 16 St & 5 Ave
4953	11	10.68	497	E 17 St & Broadway
4983	11	0	498	Broadway & W 32 St
5018	11	0.22	499	Broadway & W 60 St
5028	11	4.9	500	Broadway & W 51 St
5064	11	0	501	FDR Drive & E 35 St
5087	11	5.66	503	E 20 St & Park Ave
5122	11	18.3	504	1 Ave & E 15 St
5141	11	0	505	6 Ave & W 33 St
5174	11	0.65	507	E 25 St & 2 Ave
5178	11	2.29	508	W 46 St & 11 Ave
5213	11	0.98	509	9 Ave & W 22 St
5241	11	45.42	510	W 51 St & 6 Ave
5276	11	1.2	511	E 14 St & Avenue B
5294	11	0	513	W 56 St & 10 Ave
5321	11	0.65	514	12 Ave & W 40 St
5349	11	0	515	W 43 St & 10 Ave
5375	11	11.11	516	E 47 St & 1 Ave
5402	11	0.54	517	Pershing Square S
5420	11	0.54	518	E 39 St & 2 Ave
5440	11	0	519	Pershing Square N
5462	11	0	520	W 52 St & 5 Ave
5506	11	0	521	8 Ave & W 31 St
5534	11	20.59	522	E 51 St & Lexington Ave
5554	11	0	523	W 38 St & 8 Ave
5577	11	8.93	524	W 43 St & 6 Ave
5599	11	0.33	525	W 34 St & 11 Ave
5631	11	4.36	526	E 33 St & 5 Ave
5658	11	0.33	527	E 33 St & 1 Ave
5685	11	0.65	528	2 Ave & E 30 St
5713	11	0	529	W 42 St & 8 Ave
5740	11	0	530	11 Av & 59 St
5764	11	0	531	Forsyth St & Broome St
5795	11	1.53	533	Broadway & W 39 St
5823	11	19.93	534	Water - Whitehall Plaza
5848	11	3.27	536	1 Ave & E 30 St
5869	11	9.48	537	Lexington Ave & E 24 St
5902	11	0.76	540	Lexington Ave & E 26 St
5923	11	27.12	545	E 23 St & 1 Ave
5945	11	4.14	546	E 30 St & Park Ave S
5976	11	15.14	2003	1 Ave & 18 St
6003	11	27.67	2004	Spring St & 6 Ave
6021	11	2.29	2006	Central Park S & 6 Ave
6058	11	2.51	2017	E 43 St & 2 Ave
6083	11	0.11	2021	W 45 St & 8 Ave
6107	11	17.54	2023	E 55 St & Lexington Ave
6130	11	11.33	3002	South End Av & Liberty St
6154	11	0	2009	Catherine St & Monroe St
6180	11	12.31	2010	Grand St & Greene St
6202	11	0	2022	E 59 St & Sutton Pl
6229	11	0	502	E Broadway & Grand St
6256	11	1.42	2012	E 27 St & 1 Ave
6287	11	1.85	2008	Little West St & 1 Pl
6305	11	5.01	3016	W 23 & 8 Ave
6343	11	4.98	3131	Coming soon: E 63 St & York Ave 
6368	11	26.03	3132	E 59 St & Madison Ave
6394	11	0.11	3134	3 Ave & E 62 St
6420	11	0.33	3142	1 Ave & E 62 St
6442	11	8.06	3223	E 55 St & 3 Ave
6470	11	13.62	3224	W 13 St & Hudson St
6487	11	0.22	3230	Penn Station Valet
6514	11	4.68	3233	E 48 St & 5 Ave
6541	11	2.94	3235	E 41 St & Madison Ave
6555	11	0.65	3236	PABT Valet
2	12	0	72	W 52 St & 11 Ave
32	12	10.36	79	Franklin St & W Broadway
73	12	2.07	82	St James Pl & Pearl St
100	12	11.45	116	W 17 St & 8 Ave
129	12	1.2	127	Barrow St & Hudson St
154	12	16.79	128	MacDougal St & Prince St
181	12	11.78	137	Henry St & Grand St
206	12	8.83	146	Hudson St & Reade St
232	12	19.41	147	Greenwich St & Warren St
250	12	0.22	150	E 2 St & Avenue C
282	12	11.89	151	Cleveland Pl & Spring St
312	12	12.21	152	Warren St & Church St
336	12	4.8	153	E 40 St & 5 Ave
359	12	0.22	160	E 37 St & Lexington Ave
390	12	6.87	161	LaGuardia Pl & W 3 St
415	12	7.63	164	E 47 St & 2 Ave
439	12	0.22	167	E 39 St & 3 Av
458	12	13.96	168	W 18 St & 6 Av
490	12	0.98	173	Broadway & W 49 St
505	12	0	174	E 25 St & 1 Ave
537	12	4.58	195	Liberty St & Broadway
564	12	23.12	212	W 16 St & The High Line
594	12	51.58	223	W 13 St & 7 Ave
609	12	4.47	224	Spruce St & Nassau St
636	12	18.32	225	W 14 St & The High Line
667	12	7.63	228	E 48 St & 3 Ave
690	12	16.03	229	Great Jones St
708	12	0.11	236	St Marks Pl & 2 Ave
746	12	0	237	E 11 Street & 2 Avenue
773	12	0	238	Bank St & Washington St
790	12	0.33	247	Perry St & Bleecker St
817	12	10.8	248	Laight St & Hudson St
836	12	22.74	249	Harrison St & Hudson St
876	12	1.74	250	Lafayette St & Jersey St
898	12	10.03	251	Mott St & Prince St
925	12	1.85	252	MacDougal St & Washington Sq
952	12	2.51	253	W 13 St & 5 Ave
970	12	0	254	W 11 St & 6 Ave
999	12	13.2	257	Lispenard St & Broadway
1037	12	14.39	259	South St & Whitehall St
1057	12	6.45	260	Broad St & Bridge St
1084	12	1.31	263	Elizabeth St & Hester St
1099	12	18.43	264	Maiden Ln & Pearl St
1135	12	0.33	265	Stanton St & Chrystie St
1170	12	0	266	Avenue D & E 8 St
1189	12	19.74	268	Howard St & Centre St
1216	12	13.3	276	Duane St & Greenwich St
1246	12	1.53	280	E 10 St & 5 Ave
1266	12	2.51	281	Grand Army Plaza & Central Park S
1277	12	1.09	284	Greenwich Ave & 8 Ave
1326	12	2.07	285	Broadway & E 14 St
1347	12	0	291	Madison St & Montgomery St
1374	12	27.82	293	Lafayette St & E 8 St
1403	12	0	295	Pike St & E Broadway
1424	12	1.53	296	Division St & Bowery
1451	12	0	297	E 15 St & 3 Ave
1469	12	0	300	Cooper Square & E 7 St
1499	12	0	301	E 2 St & Avenue B
1527	12	0	302	Avenue D & E 3 St
1548	12	21.81	303	Mercer St & Spring St
1562	12	0.33	304	Broadway & Battery Pl
1604	12	7.31	305	E 58 St and 3 Ave
1630	12	12.32	306	Cliff St & Fulton St
1662	12	0	307	Canal St & Rutgers St
1681	12	2.4	308	St James Pl & Oliver St
1703	12	11.78	309	Murray St & West St
1734	12	0.65	311	Norfolk St & Broome St
1761	12	18.54	312	Allen St & E Houston St
1789	12	18.54	315	South St & Gouverneur Ln
1813	12	3.71	316	Fulton St & William St
1842	12	0	317	E 6 St & Avenue B
1872	12	5.23	319	Park Pl & Church St
1898	12	6.32	320	Church St & Leonard St
1923	12	0	325	E 19 St & 3 Ave
1945	12	0	326	E 11 St & 1 Ave
1972	12	4.69	327	Vesey Pl & River Terrace
1999	12	19.54	328	Watts St & Greenwich St
2027	12	1.77	329	Greenwich St & N Moore St
2052	12	4.8	330	Reade St & Broadway
2079	12	0	331	Pike St & Monroe St
2103	12	0	332	Cherry St
2108	12	4.14	334	W 20 St & 7 Ave
2158	12	12.98	335	Washington Pl & Broadway
2165	12	6.76	336	Sullivan St & Washington Sq
2192	12	14.5	337	Old Slip & Front St
2219	12	0.44	339	Avenue D & E 12 St
2250	12	0	340	Madison St & Clinton St
2273	12	0.65	341	Stanton St & Mangin St
2301	12	0	342	Columbia St & Rivington St
2330	12	0.87	345	W 13 St & 6 Ave
2344	12	0	346	Bank St & Hudson St
2385	12	11.34	347	W Houston St & Hudson St
2413	12	17.78	348	W Broadway & Spring St
2435	12	0	349	Rivington St and Ridge St
2467	12	0	350	Clinton St & Grand St
2490	12	12.98	351	Front St & Maiden Ln
2508	12	25.95	352	W 56 St & 6 Ave
2526	12	4.8	355	Bayard St & Baxter St
2572	12	0.11	356	Bialystoker Pl & Delancey St
2586	12	0.87	357	E 11 St & Broadway
2623	12	0	358	Christopher St & Greenwich St
2647	12	0	359	E 47 St & Park Av
2675	12	2.73	360	William St & Pine St
2701	12	0	361	Allen St & Hester St
2728	12	0.87	362	Broadway & W 37 St
2747	12	0.76	363	West Thames St
2778	12	0.22	367	E 53 St and Lexington Ave
2805	12	3.05	368	Carmine St & 6 Ave
2831	12	0.33	369	Washington Pl & 6 Ave
2846	12	3.27	375	Mercer St & Bleecker St
2880	12	5.02	376	John St & William St
2904	12	2.51	377	6 Ave & Canal St
2917	12	0.22	379	W 31 St & 7 Ave
2945	12	0.22	380	W 4 St & 7 Ave S
2980	12	15.59	382	University Pl & E 14 St
2999	12	0	383	Greenwich Ave & 7 Ave
3034	12	0.98	385	E 55 St & 2 Ave
3048	12	6.87	386	Centre St & Worth St
3084	12	6	387	Centre St & Chambers St
3109	12	12.21	388	W 26 St & 10 Ave
3128	12	0	393	E 5 St & Avenue C
3160	12	0	394	E 9 St & Avenue C
3184	12	0	400	Pitt St & Stanton St
3201	12	19.08	401	Allen St & Rivington St
3233	12	1.88	402	Broadway & E 22 St
3269	12	0.11	405	Washington St & Gansevoort St
3291	12	0	408	Market St & Cherry St
3313	12	0	410	Suffolk St & Stanton St
3337	12	0	411	E 6 St & Avenue D
3363	12	1.74	412	Forsyth St & Canal St
3388	12	16.36	415	Pearl St & Hanover Square
3424	12	13.2	417	Barclay St & Church St
3442	12	0	422	W 59 St & 10 Ave
3478	12	0	423	W 54 St & 9 Ave
3509	12	8.83	426	West St & Chambers St
3528	12	0.65	427	State St
3562	12	0.11	428	E 3 St & 1 Ave
3584	12	11.67	432	E 7 St & Avenue A
3612	12	0.33	433	E 13 St & Avenue A
3628	12	18.43	434	9 Ave & W 18 St
3655	12	11.34	435	W 21 St & 6 Ave
3667	12	0.44	438	St Marks Pl & 1 Ave
3695	12	0.11	439	E 4 St & 2 Ave
3726	12	4.91	440	E 45 St & 3 Ave
3758	12	0.33	441	E 52 St & 2 Ave
3785	12	21.37	442	W 27 St & 7 Ave
3803	12	14.39	444	Broadway & W 24 St
3826	12	0.11	445	E 10 St & Avenue A
3852	12	10.8	446	W 24 St & 7 Ave
3899	12	0.11	447	8  Ave & W 52 St
3920	12	12.43	448	W 37 St & 10 Ave
3948	12	0	449	52 St & 9 Ave
3970	12	4.91	453	W 22 St & 8 Ave
3998	12	8.07	455	1 Ave & E 44 St
4016	12	5.78	456	E 53 St & Madison Ave
4039	12	0.22	457	Broadway & W 57 St
4070	12	9.05	458	W 22 St & 11 Ave
4097	12	12.21	459	W 18 St & 11 Ave
4120	12	0.11	461	E 20 St & 2 Ave
4148	12	6.65	462	W 22 St & 10 Ave
4171	12	5.13	463	9 Ave & W 16 St
4196	12	21.92	465	Broadway & W 41 St
4227	12	14.22	466	W 25 St & 6 Ave
4239	12	0.55	468	Broadway & W 55 St
4272	12	0.87	469	Broadway & W 53 St
4299	12	0	470	W 20 St & 8 Ave
4339	12	2.62	472	E 32 St & Park Av
4362	12	0.98	473	Rivington St & Chrystie St
4371	12	10.69	474	5 Ave & E 29 St
4396	12	0.98	475	E 16 St & Irving Pl
4431	12	0.65	476	E 31 St & 3 Ave
4454	12	0	477	W 41 St & 8 Ave
4495	12	0	478	11 Ave & W 41 St
4509	12	0.11	479	9 Ave & W 45 St
4541	12	0.33	480	W 53 St & 10 Ave
4568	12	0.98	482	W 15 St & 7 Ave
4595	12	0	483	E 12 St & 3 Ave
4617	12	9.05	484	W 44 St & 5 Ave
4650	12	2.4	485	W 37 St & 5 Ave
4669	12	1.42	486	Broadway & W 29 St
4692	12	13.2	487	E 20 St & FDR Drive
4732	12	0	488	W 39 St & 9 Ave
4747	12	1.31	489	10 Ave & W 28 St
4774	12	0	490	W 33 St & 8 Ave
4801	12	3.27	491	E 24 St & Park Ave S
4820	12	0	492	W 33 St & 7 Ave
4847	12	7.74	493	W 45 St & 6 Ave
4865	12	0.33	494	W 26 St & 8 Ave
4891	12	0.33	495	W 47 St & 10 Ave
4928	12	13.3	496	E 16 St & 5 Ave
4951	12	12.98	497	E 17 St & Broadway
4991	12	0	498	Broadway & W 32 St
5000	12	0	499	Broadway & W 60 St
5022	12	4.47	500	Broadway & W 51 St
5047	12	0.11	501	FDR Drive & E 35 St
5081	12	4.58	503	E 20 St & Park Ave
5099	12	17.99	504	1 Ave & E 15 St
5130	12	0	505	6 Ave & W 33 St
5157	12	0.22	507	E 25 St & 2 Ave
5186	12	0.44	508	W 46 St & 11 Ave
5207	12	0.11	509	9 Ave & W 22 St
5235	12	39.69	510	W 51 St & 6 Ave
5266	12	0	511	E 14 St & Avenue B
5284	12	0	513	W 56 St & 10 Ave
5314	12	0.98	514	12 Ave & W 40 St
5338	12	0	515	W 43 St & 10 Ave
5359	12	10.69	516	E 47 St & 1 Ave
5383	12	0.76	517	Pershing Square S
5410	12	0	518	E 39 St & 2 Ave
5446	12	0	519	Pershing Square N
5479	12	0	520	W 52 St & 5 Ave
5504	12	0	521	8 Ave & W 31 St
5536	12	16.79	522	E 51 St & Lexington Ave
5559	12	0	523	W 38 St & 8 Ave
5582	12	6.65	524	W 43 St & 6 Ave
5600	12	1.09	525	W 34 St & 11 Ave
5619	12	2.4	526	E 33 St & 5 Ave
5649	12	0.66	527	E 33 St & 1 Ave
5676	12	0.76	528	2 Ave & E 30 St
5696	12	0	529	W 42 St & 8 Ave
5730	12	0	530	11 Av & 59 St
5758	12	0	531	Forsyth St & Broome St
5785	12	1.31	533	Broadway & W 39 St
5808	12	11.89	534	Water - Whitehall Plaza
5834	12	2.84	536	1 Ave & E 30 St
5862	12	8.29	537	Lexington Ave & E 24 St
5884	12	1.64	540	Lexington Ave & E 26 St
5907	12	26.61	545	E 23 St & 1 Ave
5934	12	3.16	546	E 30 St & Park Ave S
5961	12	15.05	2003	1 Ave & 18 St
6000	12	14.39	2004	Spring St & 6 Ave
