variable	value	label
2178	1	11.93	Bank St & Hudson St
2179	21	36.4	Bank St & Hudson St
2180	3	7.3	Bank St & Hudson St
2181	20	35.82	Bank St & Hudson St
2182	8	0.33	Bank St & Hudson St
2183	19	39.58	Bank St & Hudson St
2184	23	24.77	Bank St & Hudson St
2185	18	0.11	W Houston St & Hudson St
2186	16	0.33	W Houston St & Hudson St
2187	15	2.94	W Houston St & Hudson St
2188	3	0.65	W Houston St & Hudson St
2189	19	0.55	W Houston St & Hudson St
2190	7	4.47	W Houston St & Hudson St
2191	22	0.55	W Houston St & Hudson St
2192	5	0.98	W Houston St & Hudson St
2193	11	25.6	W Houston St & Hudson St
2194	17	0.22	W Houston St & Hudson St
2195	21	2.08	W Houston St & Hudson St
2196	8	12.12	W Houston St & Hudson St
2197	6	0.98	W Houston St & Hudson St
2198	20	1.64	W Houston St & Hudson St
2199	4	0.65	W Houston St & Hudson St
2200	14	8.29	W Houston St & Hudson St
2201	13	9.8	W Houston St & Hudson St
2202	23	0.79	W Houston St & Hudson St
2203	10	38.02	W Houston St & Hudson St
2204	0	0.89	W Houston St & Hudson St
2205	12	11.34	W Houston St & Hudson St
2206	9	28.87	W Houston St & Hudson St
2207	1	0.77	W Houston St & Hudson St
2208	2	0.55	W Houston St & Hudson St
2209	8	1.31	W Broadway & Spring St
2210	22	2.3	W Broadway & Spring St
2211	3	1.31	W Broadway & Spring St
2212	18	0.88	W Broadway & Spring St
2213	23	2.59	W Broadway & Spring St
2214	15	13.09	W Broadway & Spring St
2215	12	17.78	W Broadway & Spring St
2216	7	1.09	W Broadway & Spring St
2217	11	27.56	W Broadway & Spring St
2218	14	11.56	W Broadway & Spring St
2219	5	0.76	W Broadway & Spring St
2220	19	1.1	W Broadway & Spring St
2221	10	24.73	W Broadway & Spring St
2222	21	1.64	W Broadway & Spring St
2223	4	1.31	W Broadway & Spring St
2224	16	8.28	W Broadway & Spring St
2225	1	1.22	W Broadway & Spring St
2226	6	0.87	W Broadway & Spring St
2227	17	3.72	W Broadway & Spring St
2228	0	2.22	W Broadway & Spring St
2229	20	1.53	W Broadway & Spring St
2230	9	6.75	W Broadway & Spring St
2231	2	1.31	W Broadway & Spring St
2232	13	14.92	W Broadway & Spring St
2233	7	3.7	Rivington St and Ridge St
2234	19	4.82	Rivington St and Ridge St
2235	23	31.64	Rivington St and Ridge St
2236	22	22.7	Rivington St and Ridge St
2237	11	0	Rivington St and Ridge St
2238	8	4.69	Rivington St and Ridge St
2239	9	0.22	Rivington St and Ridge St
2240	16	0	Rivington St and Ridge St
2241	3	35.95	Rivington St and Ridge St
2242	12	0	Rivington St and Ridge St
2243	20	11.94	Rivington St and Ridge St
2244	15	0	Rivington St and Ridge St
2245	4	36.71	Rivington St and Ridge St
2246	5	21.02	Rivington St and Ridge St
2247	2	37.16	Rivington St and Ridge St
2248	10	0.22	Rivington St and Ridge St
2249	0	33.78	Rivington St and Ridge St
2250	13	0	Rivington St and Ridge St
2251	17	0	Rivington St and Ridge St
2252	1	36.02	Rivington St and Ridge St
2253	14	0	Rivington St and Ridge St
2254	6	4.8	Rivington St and Ridge St
2255	18	1.32	Rivington St and Ridge St
2256	21	19.41	Rivington St and Ridge St
2257	23	34.46	Clinton St & Grand St
2258	7	1.42	Clinton St & Grand St
2259	19	8.11	Clinton St & Grand St
2260	12	0	Clinton St & Grand St
2261	9	0	Clinton St & Grand St
2262	3	38.67	Clinton St & Grand St
2263	5	31.81	Clinton St & Grand St
2264	2	40.11	Clinton St & Grand St
2265	16	0	Clinton St & Grand St
2266	11	0	Clinton St & Grand St
2267	8	0	Clinton St & Grand St
2268	4	37.04	Clinton St & Grand St
2269	18	1.76	Clinton St & Grand St
2270	20	14.46	Clinton St & Grand St
2271	15	0	Clinton St & Grand St
2272	21	21.71	Clinton St & Grand St
2273	13	0	Clinton St & Grand St
2274	22	27.3	Clinton St & Grand St
2275	0	35	Clinton St & Grand St
2276	10	0	Clinton St & Grand St
2277	14	0	Clinton St & Grand St
2278	17	0.11	Clinton St & Grand St
2279	1	40.44	Clinton St & Grand St
2280	6	12.21	Clinton St & Grand St
2281	23	0.68	Front St & Maiden Ln
2282	19	0	Front St & Maiden Ln
2283	12	12.98	Front St & Maiden Ln
2284	7	1.74	Front St & Maiden Ln
2285	3	0.65	Front St & Maiden Ln
2286	15	13.41	Front St & Maiden Ln
2287	5	0.65	Front St & Maiden Ln
2288	20	0.66	Front St & Maiden Ln
2289	11	29.41	Front St & Maiden Ln
2290	8	7.86	Front St & Maiden Ln
2291	4	0.65	Front St & Maiden Ln
2292	9	38.89	Front St & Maiden Ln
2293	1	0.66	Front St & Maiden Ln
2294	14	17.78	Front St & Maiden Ln
2295	6	0.76	Front St & Maiden Ln
2296	2	0.66	Front St & Maiden Ln
2297	16	5.66	Front St & Maiden Ln
2298	0	0.67	Front St & Maiden Ln
2299	21	0.66	Front St & Maiden Ln
2300	13	13.07	Front St & Maiden Ln
2301	22	0.66	Front St & Maiden Ln
2302	10	38.02	Front St & Maiden Ln
2303	18	0.22	Front St & Maiden Ln
2304	17	0.22	Front St & Maiden Ln
2305	7	22.22	W 56 St & 6 Ave
2306	8	38.43	W 56 St & 6 Ave
2307	9	40.09	W 56 St & 6 Ave
2308	23	20.27	W 56 St & 6 Ave
2309	3	20.26	W 56 St & 6 Ave
2310	12	25.95	W 56 St & 6 Ave
2311	11	33.12	W 56 St & 6 Ave
2312	0	20	W 56 St & 6 Ave
2313	19	19.85	W 56 St & 6 Ave
2314	15	21.48	W 56 St & 6 Ave
2315	20	20.26	W 56 St & 6 Ave
2316	10	40.41	W 56 St & 6 Ave
2317	4	20.26	W 56 St & 6 Ave
2318	5	20.26	W 56 St & 6 Ave
2319	22	20.39	W 56 St & 6 Ave
2320	1	19.89	W 56 St & 6 Ave
2321	13	24.18	W 56 St & 6 Ave
2322	2	20	W 56 St & 6 Ave
2323	16	20.37	W 56 St & 6 Ave
2324	14	22.79	W 56 St & 6 Ave
2325	17	19.93	W 56 St & 6 Ave
2326	18	19.4	W 56 St & 6 Ave
2327	21	20.39	W 56 St & 6 Ave
2328	6	20.28	W 56 St & 6 Ave
2329	7	0	Bayard St & Baxter St
2330	20	0.33	Bayard St & Baxter St
2331	9	1.42	Bayard St & Baxter St
2332	19	0.33	Bayard St & Baxter St
2333	12	4.8	Bayard St & Baxter St
2334	11	3.16	Bayard St & Baxter St
2335	8	0	Bayard St & Baxter St
2336	5	0	Bayard St & Baxter St
2337	15	2.94	Bayard St & Baxter St
2338	16	0.87	Bayard St & Baxter St
2339	23	0.45	Bayard St & Baxter St
2340	4	0.33	Bayard St & Baxter St
2341	2	0.77	Bayard St & Baxter St
2342	22	0.44	Bayard St & Baxter St
2343	0	1.22	Bayard St & Baxter St
2344	3	0.65	Bayard St & Baxter St
2345	13	1.85	Bayard St & Baxter St
2346	18	0.22	Bayard St & Baxter St
2347	1	1.66	Bayard St & Baxter St
2348	21	0.11	Bayard St & Baxter St
2349	14	3.38	Bayard St & Baxter St
2350	17	0.11	Bayard St & Baxter St
2351	10	4.03	Bayard St & Baxter St
2352	6	0	Bayard St & Baxter St
2353	8	6.77	Bialystoker Pl & Delancey St
2354	19	5.81	Bialystoker Pl & Delancey St
2355	5	19.17	Bialystoker Pl & Delancey St
2356	20	4.93	Bialystoker Pl & Delancey St
2357	11	0.22	Bialystoker Pl & Delancey St
2358	15	0	Bialystoker Pl & Delancey St
2359	13	0.22	Bialystoker Pl & Delancey St
2360	9	1.42	Bialystoker Pl & Delancey St
2361	1	26.08	Bialystoker Pl & Delancey St
2362	4	17.97	Bialystoker Pl & Delancey St
2363	3	21.24	Bialystoker Pl & Delancey St
2364	12	0.11	Bialystoker Pl & Delancey St
2365	16	0.33	Bialystoker Pl & Delancey St
2366	23	11.49	Bialystoker Pl & Delancey St
2367	14	0	Bialystoker Pl & Delancey St
2368	2	26.12	Bialystoker Pl & Delancey St
2369	10	0.44	Bialystoker Pl & Delancey St
2370	0	21.56	Bialystoker Pl & Delancey St
2371	21	6.69	Bialystoker Pl & Delancey St
2372	17	0.44	Bialystoker Pl & Delancey St
2373	18	4.08	Bialystoker Pl & Delancey St
2374	22	10.2	Bialystoker Pl & Delancey St
2375	7	14.05	Bialystoker Pl & Delancey St
2376	6	17.99	Bialystoker Pl & Delancey St
2377	23	0	E 11 St & Broadway
2378	5	0	E 11 St & Broadway
2379	11	1.63	E 11 St & Broadway
2380	3	0	E 11 St & Broadway
2381	13	1.42	E 11 St & Broadway
2382	12	0.87	E 11 St & Broadway
2383	20	0.22	E 11 St & Broadway
2384	4	0	E 11 St & Broadway
2385	8	0.98	E 11 St & Broadway
2386	19	0.11	E 11 St & Broadway
2387	14	0.98	E 11 St & Broadway
2388	1	0	E 11 St & Broadway
2389	9	2.4	E 11 St & Broadway
2390	17	0	E 11 St & Broadway
2391	15	0.98	E 11 St & Broadway
2392	16	0.65	E 11 St & Broadway
2393	0	0	E 11 St & Broadway
2394	6	0	E 11 St & Broadway
2395	2	0	E 11 St & Broadway
2396	22	0	E 11 St & Broadway
2397	7	0.22	E 11 St & Broadway
2398	21	0.22	E 11 St & Broadway
2399	18	0.22	E 11 St & Broadway
2400	10	2.94	E 11 St & Broadway
2401	5	9.69	Christopher St & Greenwich St
2402	20	23.66	Christopher St & Greenwich St
2403	1	19.01	Christopher St & Greenwich St
2404	19	31.25	Christopher St & Greenwich St
2405	9	0	Christopher St & Greenwich St
2406	16	4.25	Christopher St & Greenwich St
2407	21	21.05	Christopher St & Greenwich St
2408	13	0.22	Christopher St & Greenwich St
2409	15	1.74	Christopher St & Greenwich St
2410	3	15.47	Christopher St & Greenwich St
2411	11	0	Christopher St & Greenwich St
2412	4	11.66	Christopher St & Greenwich St
2413	18	21.5	Christopher St & Greenwich St
2414	2	17.81	Christopher St & Greenwich St
2415	6	2.18	Christopher St & Greenwich St
2416	14	0.87	Christopher St & Greenwich St
2417	17	11.06	Christopher St & Greenwich St
2418	10	0.44	Christopher St & Greenwich St
2419	22	19.52	Christopher St & Greenwich St
2420	23	20.05	Christopher St & Greenwich St
2421	0	21.33	Christopher St & Greenwich St
2422	12	0	Christopher St & Greenwich St
2423	8	0	Christopher St & Greenwich St
2424	7	0	Christopher St & Greenwich St
2425	13	0	E 47 St & Park Av
2426	16	0	E 47 St & Park Av
2427	15	0	E 47 St & Park Av
2428	18	0	E 47 St & Park Av
2429	6	0	E 47 St & Park Av
2430	2	0.11	E 47 St & Park Av
2431	17	0	E 47 St & Park Av
2432	10	0.44	E 47 St & Park Av
2433	1	0.11	E 47 St & Park Av
2434	9	0.44	E 47 St & Park Av
2435	5	0.33	E 47 St & Park Av
2436	21	0.22	E 47 St & Park Av
2437	11	0.33	E 47 St & Park Av
2438	3	0.22	E 47 St & Park Av
2439	8	0	E 47 St & Park Av
2440	19	0	E 47 St & Park Av
2441	14	0.11	E 47 St & Park Av
2442	7	0	E 47 St & Park Av
2443	23	0.11	E 47 St & Park Av
2444	22	0.11	E 47 St & Park Av
2445	0	0.22	E 47 St & Park Av
2446	20	0.11	E 47 St & Park Av
2447	4	0.22	E 47 St & Park Av
2448	12	0	E 47 St & Park Av
2449	14	1.96	William St & Pine St
2450	10	9.48	William St & Pine St
2451	1	0	William St & Pine St
2452	22	0	William St & Pine St
2453	5	0	William St & Pine St
2454	6	0	William St & Pine St
2455	3	0	William St & Pine St
2456	7	0	William St & Pine St
2457	23	0	William St & Pine St
2458	16	0.22	William St & Pine St
2459	2	0	William St & Pine St
2460	18	0	William St & Pine St
2461	19	0	William St & Pine St
2462	11	7.63	William St & Pine St
2463	9	4.58	William St & Pine St
2464	21	0	William St & Pine St
2465	17	0.11	William St & Pine St
2466	12	2.73	William St & Pine St
2467	15	1.53	William St & Pine St
2468	20	0	William St & Pine St
2469	4	0	William St & Pine St
2470	8	0.76	William St & Pine St
2471	13	1.63	William St & Pine St
2472	0	0	William St & Pine St
2473	23	12.05	Allen St & Hester St
2474	14	0.11	Allen St & Hester St
2475	18	0.55	Allen St & Hester St
2476	11	0	Allen St & Hester St
2477	1	11.6	Allen St & Hester St
2478	21	4.39	Allen St & Hester St
2479	2	13.99	Allen St & Hester St
2480	19	0.66	Allen St & Hester St
2481	10	0	Allen St & Hester St
2482	6	10.36	Allen St & Hester St
2483	7	2.07	Allen St & Hester St
2484	3	14.27	Allen St & Hester St
2485	15	0.11	Allen St & Hester St
2486	0	12.67	Allen St & Hester St
2487	5	12.85	Allen St & Hester St
2488	9	0	Allen St & Hester St
2489	22	6.58	Allen St & Hester St
2490	17	0.55	Allen St & Hester St
2491	20	1.97	Allen St & Hester St
2492	12	0	Allen St & Hester St
2493	8	0.33	Allen St & Hester St
2494	13	0	Allen St & Hester St
2495	4	15.14	Allen St & Hester St
2496	16	0	Allen St & Hester St
2497	10	1.85	Broadway & W 37 St
2498	6	0.65	Broadway & W 37 St
2499	22	0.22	Broadway & W 37 St
2500	19	0.11	Broadway & W 37 St
2501	7	0.65	Broadway & W 37 St
2502	23	0.11	Broadway & W 37 St
2503	2	0.44	Broadway & W 37 St
2504	14	1.31	Broadway & W 37 St
2505	1	0	Broadway & W 37 St
2506	18	0	Broadway & W 37 St
2507	8	0.76	Broadway & W 37 St
2508	15	1.09	Broadway & W 37 St
2509	0	0	Broadway & W 37 St
2510	12	0.87	Broadway & W 37 St
2511	11	0.98	Broadway & W 37 St
2512	3	0.65	Broadway & W 37 St
2513	21	0	Broadway & W 37 St
2514	9	1.63	Broadway & W 37 St
2515	17	0.22	Broadway & W 37 St
2516	20	0	Broadway & W 37 St
2517	4	0.65	Broadway & W 37 St
2518	16	0.65	Broadway & W 37 St
2519	13	0.54	Broadway & W 37 St
2520	5	0.65	Broadway & W 37 St
2521	10	0.54	West Thames St
2522	19	1.43	West Thames St
2523	22	4.82	West Thames St
2524	18	0.33	West Thames St
2525	23	9.01	West Thames St
2526	6	0.22	West Thames St
2527	14	1.2	West Thames St
2528	7	0.33	West Thames St
2529	9	0.33	West Thames St
2530	3	7.84	West Thames St
2531	15	0.65	West Thames St
2532	1	8.62	West Thames St
2533	12	0.76	West Thames St
2534	2	8.85	West Thames St
2535	0	9.67	West Thames St
2536	13	0.33	West Thames St
2537	21	3.62	West Thames St
2538	11	0.98	West Thames St
2539	8	0.22	West Thames St
2540	17	1.53	West Thames St
2541	20	2.08	West Thames St
2542	4	4.9	West Thames St
2543	16	0.76	West Thames St
2544	5	1.31	West Thames St
2545	10	0	E 53 St and Lexington Ave
2546	14	0	E 53 St and Lexington Ave
2547	23	0	E 53 St and Lexington Ave
2548	19	0.11	E 53 St and Lexington Ave
2549	6	0	E 53 St and Lexington Ave
2550	1	0	E 53 St and Lexington Ave
2551	18	0.33	E 53 St and Lexington Ave
2552	22	0	E 53 St and Lexington Ave
2553	3	0	E 53 St and Lexington Ave
2554	15	0	E 53 St and Lexington Ave
2555	7	0.76	E 53 St and Lexington Ave
2556	11	0.22	E 53 St and Lexington Ave
2557	2	0	E 53 St and Lexington Ave
2558	0	0	E 53 St and Lexington Ave
2559	21	0	E 53 St and Lexington Ave
2560	12	0.22	E 53 St and Lexington Ave
2561	8	0.33	E 53 St and Lexington Ave
2562	17	0.11	E 53 St and Lexington Ave
2563	13	0	E 53 St and Lexington Ave
2564	5	0	E 53 St and Lexington Ave
2565	9	0	E 53 St and Lexington Ave
2566	16	0	E 53 St and Lexington Ave
2567	20	0	E 53 St and Lexington Ave
2568	4	0	E 53 St and Lexington Ave
2569	6	0.33	Carmine St & 6 Ave
2570	10	1.85	Carmine St & 6 Ave
2571	19	16.01	Carmine St & 6 Ave
2572	14	3.16	Carmine St & 6 Ave
2573	7	1.31	Carmine St & 6 Ave
2574	23	1.91	Carmine St & 6 Ave
2575	22	5.7	Carmine St & 6 Ave
2576	15	3.71	Carmine St & 6 Ave
2577	0	3.11	Carmine St & 6 Ave
2578	18	10.92	Carmine St & 6 Ave
2579	11	0.33	Carmine St & 6 Ave
2580	3	0.65	Carmine St & 6 Ave
2581	17	6.35	Carmine St & 6 Ave
2582	12	3.05	Carmine St & 6 Ave
2583	9	1.31	Carmine St & 6 Ave
2584	2	1.86	Carmine St & 6 Ave
2585	1	1.55	Carmine St & 6 Ave
2586	4	0.98	Carmine St & 6 Ave
2587	8	0.87	Carmine St & 6 Ave
2588	13	3.38	Carmine St & 6 Ave
2589	21	11.51	Carmine St & 6 Ave
2590	16	3.59	Carmine St & 6 Ave
2591	20	11.72	Carmine St & 6 Ave
2592	5	0.44	Carmine St & 6 Ave
2593	10	0	Washington Pl & 6 Ave
2594	19	8	Washington Pl & 6 Ave
2595	22	2.96	Washington Pl & 6 Ave
2596	6	0	Washington Pl & 6 Ave
2597	23	1.69	Washington Pl & 6 Ave
2598	3	0.65	Washington Pl & 6 Ave
2599	14	1.42	Washington Pl & 6 Ave
2600	7	0	Washington Pl & 6 Ave
2601	18	2.54	Washington Pl & 6 Ave
2602	2	0.22	Washington Pl & 6 Ave
2603	15	1.53	Washington Pl & 6 Ave
2604	21	7.46	Washington Pl & 6 Ave
2605	12	0.33	Washington Pl & 6 Ave
2606	11	0	Washington Pl & 6 Ave
2607	8	0	Washington Pl & 6 Ave
2608	0	1.67	Washington Pl & 6 Ave
2609	5	0	Washington Pl & 6 Ave
2610	1	0.55	Washington Pl & 6 Ave
2611	9	0	Washington Pl & 6 Ave
2612	17	0.55	Washington Pl & 6 Ave
2613	20	8.32	Washington Pl & 6 Ave
2614	4	0.65	Washington Pl & 6 Ave
2615	16	0.44	Washington Pl & 6 Ave
2616	13	1.09	Washington Pl & 6 Ave
2617	6	3.27	Mercer St & Bleecker St
2618	14	3.27	Mercer St & Bleecker St
2619	7	3.27	Mercer St & Bleecker St
2620	23	3.49	Mercer St & Bleecker St
2621	8	3.28	Mercer St & Bleecker St
2622	15	3.16	Mercer St & Bleecker St
2623	10	3.27	Mercer St & Bleecker St
2624	11	3.27	Mercer St & Bleecker St
2625	19	2.63	Mercer St & Bleecker St
2626	0	4	Mercer St & Bleecker St
2627	12	3.27	Mercer St & Bleecker St
2628	18	2.65	Mercer St & Bleecker St
2629	22	2.85	Mercer St & Bleecker St
2630	3	3.59	Mercer St & Bleecker St
2631	13	3.27	Mercer St & Bleecker St
2632	4	3.27	Mercer St & Bleecker St
2633	21	2.63	Mercer St & Bleecker St
2634	2	3.93	Mercer St & Bleecker St
2635	5	3.27	Mercer St & Bleecker St
2636	1	3.98	Mercer St & Bleecker St
2637	17	2.74	Mercer St & Bleecker St
2638	20	2.63	Mercer St & Bleecker St
2639	9	3.27	Mercer St & Bleecker St
2640	16	3.27	Mercer St & Bleecker St
2641	23	1.35	John St & William St
2642	11	5.45	John St & William St
2643	20	0.44	John St & William St
2644	2	1.42	John St & William St
2645	19	0	John St & William St
2646	15	3.93	John St & William St
2647	12	5.02	John St & William St
2648	3	1.96	John St & William St
2649	22	1.64	John St & William St
2650	18	0	John St & William St
2651	14	3.49	John St & William St
2652	8	0.76	John St & William St
2653	13	6.75	John St & William St
2654	4	1.74	John St & William St
2655	5	0	John St & William St
2656	21	1.64	John St & William St
2657	9	2.94	John St & William St
2658	0	0.89	John St & William St
2659	16	1.42	John St & William St
2660	1	0.88	John St & William St
2661	17	0.11	John St & William St
2662	10	5.45	John St & William St
2663	6	0	John St & William St
2664	7	0.11	John St & William St
2665	15	0.87	6 Ave & Canal St
2666	18	0	6 Ave & Canal St
2667	0	0	6 Ave & Canal St
2668	20	0.88	6 Ave & Canal St
2669	19	0.11	6 Ave & Canal St
2670	17	0	6 Ave & Canal St
2671	22	0	6 Ave & Canal St
2672	10	5.88	6 Ave & Canal St
2673	14	2.73	6 Ave & Canal St
2674	1	0	6 Ave & Canal St
2675	21	0.11	6 Ave & Canal St
2676	9	1.53	6 Ave & Canal St
2677	16	0.87	6 Ave & Canal St
2678	23	0	6 Ave & Canal St
2679	8	0.87	6 Ave & Canal St
2680	3	0	6 Ave & Canal St
2681	6	0	6 Ave & Canal St
2682	7	0.11	6 Ave & Canal St
2683	2	0	6 Ave & Canal St
2684	13	1.31	6 Ave & Canal St
2685	12	2.51	6 Ave & Canal St
2686	11	3.05	6 Ave & Canal St
2687	5	0	6 Ave & Canal St
2688	4	0	6 Ave & Canal St
2689	10	0.11	W 31 St & 7 Ave
2690	15	4.69	W 31 St & 7 Ave
2691	5	0.11	W 31 St & 7 Ave
2692	16	23.75	W 31 St & 7 Ave
2693	21	0.99	W 31 St & 7 Ave
2694	20	1.42	W 31 St & 7 Ave
2695	9	0	W 31 St & 7 Ave
2696	7	0	W 31 St & 7 Ave
2697	18	7.83	W 31 St & 7 Ave
2698	17	27.27	W 31 St & 7 Ave
2699	6	0.11	W 31 St & 7 Ave
2700	14	0.44	W 31 St & 7 Ave
2701	22	0.88	W 31 St & 7 Ave
2702	1	0.11	W 31 St & 7 Ave
2703	13	0.22	W 31 St & 7 Ave
2704	12	0.22	W 31 St & 7 Ave
2705	11	0.33	W 31 St & 7 Ave
2706	8	0.22	W 31 St & 7 Ave
2707	0	0.11	W 31 St & 7 Ave
2708	2	0	W 31 St & 7 Ave
2709	23	0.23	W 31 St & 7 Ave
2710	4	0	W 31 St & 7 Ave
2711	3	0	W 31 St & 7 Ave
2712	19	4.17	W 31 St & 7 Ave
2713	9	0	W 4 St & 7 Ave S
2714	5	0	W 4 St & 7 Ave S
2715	10	0	W 4 St & 7 Ave S
2716	21	17.32	W 4 St & 7 Ave S
2717	20	25.41	W 4 St & 7 Ave S
2718	14	0.11	W 4 St & 7 Ave S
2719	23	6.42	W 4 St & 7 Ave S
2720	8	0	W 4 St & 7 Ave S
2721	19	32.89	W 4 St & 7 Ave S
2722	13	0.11	W 4 St & 7 Ave S
2723	18	14.77	W 4 St & 7 Ave S
2724	11	0	W 4 St & 7 Ave S
2725	1	1.99	W 4 St & 7 Ave S
2726	6	0	W 4 St & 7 Ave S
2727	12	0.22	W 4 St & 7 Ave S
2728	2	1.75	W 4 St & 7 Ave S
2729	3	1.09	W 4 St & 7 Ave S
2730	16	0.11	W 4 St & 7 Ave S
2731	17	0.88	W 4 St & 7 Ave S
2732	0	3.44	W 4 St & 7 Ave S
2733	15	0.33	W 4 St & 7 Ave S
2734	7	0	W 4 St & 7 Ave S
2735	22	9.76	W 4 St & 7 Ave S
2736	4	0.54	W 4 St & 7 Ave S
2737	10	10.78	University Pl & E 14 St
2738	5	0.65	University Pl & E 14 St
2739	21	1.21	University Pl & E 14 St
2740	19	5.04	University Pl & E 14 St
2741	17	8.21	University Pl & E 14 St
2742	1	0.44	University Pl & E 14 St
2743	22	0.88	University Pl & E 14 St
2744	6	0.98	University Pl & E 14 St
2745	14	13.96	University Pl & E 14 St
2746	13	14.49	University Pl & E 14 St
2747	8	2.84	University Pl & E 14 St
2748	3	0.65	University Pl & E 14 St
2749	9	8.82	University Pl & E 14 St
2750	7	2.18	University Pl & E 14 St
2751	23	0.68	University Pl & E 14 St
2752	2	0.22	University Pl & E 14 St
2753	15	10.58	University Pl & E 14 St
2754	12	15.59	University Pl & E 14 St
2755	18	9.04	University Pl & E 14 St
2756	11	14.27	University Pl & E 14 St
2757	20	4.27	University Pl & E 14 St
2758	0	0	University Pl & E 14 St
2759	16	10.46	University Pl & E 14 St
2760	4	0.65	University Pl & E 14 St
2761	10	0	Greenwich Ave & 7 Ave
2762	1	2.54	Greenwich Ave & 7 Ave
2763	5	0.33	Greenwich Ave & 7 Ave
2764	21	6.25	Greenwich Ave & 7 Ave
2765	23	4.17	Greenwich Ave & 7 Ave
2766	19	10.09	Greenwich Ave & 7 Ave
2767	9	0	Greenwich Ave & 7 Ave
2768	17	1.2	Greenwich Ave & 7 Ave
2769	18	5.73	Greenwich Ave & 7 Ave
2770	22	4.17	Greenwich Ave & 7 Ave
2771	6	0.11	Greenwich Ave & 7 Ave
2772	14	0	Greenwich Ave & 7 Ave
2773	13	0	Greenwich Ave & 7 Ave
2774	8	0.22	Greenwich Ave & 7 Ave
2775	3	1.31	Greenwich Ave & 7 Ave
2776	15	0.33	Greenwich Ave & 7 Ave
2777	7	0.11	Greenwich Ave & 7 Ave
2778	11	0	Greenwich Ave & 7 Ave
2779	2	1.42	Greenwich Ave & 7 Ave
2780	20	10.51	Greenwich Ave & 7 Ave
2781	12	0	Greenwich Ave & 7 Ave
2782	0	3	Greenwich Ave & 7 Ave
2783	16	0.11	Greenwich Ave & 7 Ave
2784	4	1.31	Greenwich Ave & 7 Ave
2785	5	2.18	E 55 St & 2 Ave
2786	10	1.63	E 55 St & 2 Ave
2787	21	1.86	E 55 St & 2 Ave
2788	1	3.54	E 55 St & 2 Ave
2789	19	1.54	E 55 St & 2 Ave
2790	14	1.42	E 55 St & 2 Ave
2791	17	1.31	E 55 St & 2 Ave
2792	23	2.03	E 55 St & 2 Ave
2793	22	2.08	E 55 St & 2 Ave
2794	9	1.85	E 55 St & 2 Ave
2795	7	2.18	E 55 St & 2 Ave
2796	18	0.55	E 55 St & 2 Ave
2797	8	1.2	E 55 St & 2 Ave
2798	6	2.18	E 55 St & 2 Ave
2799	15	1.64	E 55 St & 2 Ave
2800	13	1.53	E 55 St & 2 Ave
2801	11	1.74	E 55 St & 2 Ave
2802	3	2.72	E 55 St & 2 Ave
2803	20	1.31	E 55 St & 2 Ave
2804	0	2.78	E 55 St & 2 Ave
2805	16	1.85	E 55 St & 2 Ave
2806	2	3.06	E 55 St & 2 Ave
2807	12	0.98	E 55 St & 2 Ave
2808	4	3.92	E 55 St & 2 Ave
2809	10	14.38	Centre St & Worth St
2810	1	0	Centre St & Worth St
2811	5	0	Centre St & Worth St
2812	6	0	Centre St & Worth St
2813	21	0	Centre St & Worth St
2814	17	0.44	Centre St & Worth St
2815	22	0	Centre St & Worth St
2816	19	0	Centre St & Worth St
2817	14	7.09	Centre St & Worth St
2818	7	0	Centre St & Worth St
2819	23	0	Centre St & Worth St
2820	2	0	Centre St & Worth St
2821	9	9.59	Centre St & Worth St
2822	12	6.87	Centre St & Worth St
2823	18	0.11	Centre St & Worth St
2824	8	1.2	Centre St & Worth St
2825	15	4.47	Centre St & Worth St
2826	20	0	Centre St & Worth St
2827	13	3.81	Centre St & Worth St
2828	11	9.26	Centre St & Worth St
2829	3	0	Centre St & Worth St
2830	0	0	Centre St & Worth St
2831	16	1.09	Centre St & Worth St
